Date_Time;Store;Product;Quantity;Unit_Price;Unit_Cost;Unit_Profit;Total_Price
01/10/2022 08:33;store6;p41;4;28.20;20.49;7.72;112.82
01/10/2022 08:05;store6;p13;1;117.80;66.89;50.91;117.80
01/10/2022 08:36;store6;p16;8;342.49;140.32;202.17;2739.92
01/10/2022 08:23;store6;p42;2;227.21;137.97;89.25;454.43
01/10/2022 08:13;store6;p22;5;328.86;164.07;164.78;1644.28
01/10/2022 08:25;store6;p2;6;414.34;211.85;202.49;2486.02
01/10/2022 08:38;store6;p17;3;189.09;143.92;45.16;567.26
01/10/2022 08:27;store6;p38;7;299.96;155.56;144.40;2099.73
01/10/2022 08:49;store6;p24;4;331.02;186.23;144.79;1324.06
01/10/2022 08:16;store6;p42;3;227.21;137.97;89.25;681.64
01/10/2022 08:53;store6;p31;5;222.95;137.75;85.19;1114.73
01/10/2022 08:21;store6;p8;6;478.84;320.48;158.37;2873.05
01/10/2022 08:18;store6;p38;8;299.96;155.56;144.40;2399.69
01/10/2022 08:42;store6;p7;5;269.22;137.00;132.22;1346.08
01/10/2022 08:21;store6;p12;9;110.77;44.56;66.22;996.95
01/10/2022 08:51;store6;p37;1;181.43;117.00;64.43;181.43
01/10/2022 08:04;store6;p37;2;181.43;117.00;64.43;362.87
01/10/2022 08:39;store6;p15;6;407.36;186.41;220.95;2444.15
01/10/2022 08:43;store6;p25;1;168.06;104.11;63.95;168.06
01/10/2022 08:34;store6;p34;7;444.85;293.93;150.92;3113.97
01/10/2022 08:24;store6;p2;8;414.34;211.85;202.49;3314.69
01/10/2022 08:54;store6;p34;1;444.85;293.93;150.92;444.85
01/10/2022 08:19;store6;p48;5;346.45;119.18;227.27;1732.24
01/10/2022 08:41;store6;p28;9;152.52;77.90;74.62;1372.67
01/10/2022 08:20;store6;p18;3;476.74;211.84;264.90;1430.22
01/10/2022 08:32;store6;p40;1;11.55;8.53;3.03;11.55
01/10/2022 08:47;store6;p30;2;199.67;81.62;118.05;399.34
01/10/2022 08:42;store6;p29;4;238.17;109.49;128.68;952.68
01/10/2022 08:30;store6;p21;8;457.76;185.00;272.76;3662.11
01/10/2022 08:21;store6;p0;9;327.01;201.20;125.82;2943.12
01/10/2022 08:01;store6;p25;5;168.06;104.11;63.95;840.31
01/10/2022 08:53;store6;p18;4;476.74;211.84;264.90;1906.96
01/10/2022 08:42;store6;p11;7;328.13;112.63;215.50;2296.92
01/10/2022 08:49;store6;p46;2;116.80;51.52;65.28;233.60
01/10/2022 08:10;store6;p30;6;199.67;81.62;118.05;1198.02
01/10/2022 08:04;store6;p13;2;117.80;66.89;50.91;235.61
01/10/2022 08:11;store6;p15;8;407.36;186.41;220.95;3258.87
01/10/2022 08:24;store6;p46;7;116.80;51.52;65.28;817.61
01/10/2022 08:55;store6;p25;9;168.06;104.11;63.95;1512.56
01/10/2022 08:37;store6;p49;8;130.63;44.82;85.81;1045.07
01/10/2022 08:30;store6;p20;1;229.70;101.21;128.49;229.70
01/10/2022 08:34;store6;p13;1;117.80;66.89;50.91;117.80
01/10/2022 08:35;store6;p39;4;163.85;106.11;57.74;655.41
01/10/2022 08:04;store6;p49;5;130.63;44.82;85.81;653.17
01/10/2022 08:25;store6;p39;3;163.85;106.11;57.74;491.56
01/10/2022 08:30;store6;p10;8;227.62;79.60;148.02;1820.98
01/10/2022 08:12;store6;p25;1;168.06;104.11;63.95;168.06
01/10/2022 08:15;store6;p40;3;11.55;8.53;3.03;34.66
01/10/2022 08:51;store6;p34;1;444.85;293.93;150.92;444.85
01/10/2022 08:03;store6;p27;7;187.69;63.16;124.53;1313.86
01/10/2022 08:18;store6;p39;7;163.85;106.11;57.74;1146.97
01/10/2022 08:09;store6;p6;5;183.24;68.39;114.85;916.21
01/10/2022 08:26;store6;p48;7;346.45;119.18;227.27;2425.13
01/10/2022 08:32;store6;p39;9;163.85;106.11;57.74;1474.68
01/10/2022 08:32;store6;p6;5;183.24;68.39;114.85;916.21
01/10/2022 08:28;store6;p24;9;331.02;186.23;144.79;2979.14
01/10/2022 08:26;store6;p28;8;152.52;77.90;74.62;1220.15
01/10/2022 08:21;store6;p35;6;470.54;346.16;124.38;2823.27
01/10/2022 08:17;store6;p43;7;201.99;121.93;80.06;1413.94
01/10/2022 08:30;store6;p18;8;476.74;211.84;264.90;3813.93
01/10/2022 08:42;store6;p32;8;38.32;15.21;23.10;306.53
01/10/2022 08:20;store6;p17;8;189.09;143.92;45.16;1512.69
01/10/2022 08:19;store6;p40;8;11.55;8.53;3.03;92.44
01/10/2022 08:52;store6;p25;8;168.06;104.11;63.95;1344.49
01/10/2022 08:06;store6;p1;9;174.76;101.24;73.52;1572.80
01/10/2022 08:06;store6;p41;6;28.20;20.49;7.72;169.23
01/10/2022 08:11;store6;p6;5;183.24;68.39;114.85;916.21
01/10/2022 08:31;store6;p17;9;189.09;143.92;45.16;1701.77
01/10/2022 08:37;store6;p19;8;219.53;101.11;118.43;1756.27
01/10/2022 08:09;store6;p0;4;327.01;201.20;125.82;1308.06
01/10/2022 08:52;store6;p28;6;152.52;77.90;74.62;915.11
01/10/2022 08:41;store6;p45;6;204.54;71.15;133.39;1227.24
01/10/2022 08:51;store6;p31;8;222.95;137.75;85.19;1783.57
01/10/2022 08:46;store6;p8;2;478.84;320.48;158.37;957.68
01/10/2022 08:51;store6;p7;8;269.22;137.00;132.22;2153.72
01/10/2022 08:24;store6;p14;5;240.01;114.72;125.28;1200.03
01/10/2022 08:16;store6;p29;2;238.17;109.49;128.68;476.34
01/10/2022 08:57;store6;p14;2;240.01;114.72;125.28;480.01
01/10/2022 08:42;store6;p28;3;152.52;77.90;74.62;457.56
01/10/2022 08:24;store6;p16;6;342.49;140.32;202.17;2054.94
01/10/2022 08:07;store6;p32;4;38.32;15.21;23.10;153.27
01/10/2022 08:57;store6;p47;3;310.13;235.03;75.10;930.40
01/10/2022 08:20;store6;p34;8;444.85;293.93;150.92;3558.82
01/10/2022 08:34;store6;p30;9;199.67;81.62;118.05;1797.03
01/10/2022 08:54;store6;p39;9;163.85;106.11;57.74;1474.68
01/10/2022 08:00;store6;p39;5;163.85;106.11;57.74;819.27
01/10/2022 08:24;store6;p31;4;222.95;137.75;85.19;891.79
01/10/2022 08:33;store6;p33;3;40.89;26.71;14.17;122.66
01/10/2022 08:22;store6;p9;6;89.05;42.28;46.77;534.29
01/10/2022 08:42;store6;p49;2;130.63;44.82;85.81;261.27
01/10/2022 08:13;store6;p40;2;11.55;8.53;3.03;23.11
01/10/2022 08:38;store6;p13;6;117.80;66.89;50.91;706.82
01/10/2022 08:17;store6;p30;3;199.67;81.62;118.05;599.01
01/10/2022 08:45;store6;p14;9;240.01;114.72;125.28;2160.06
01/10/2022 08:52;store6;p14;7;240.01;114.72;125.28;1680.05
01/10/2022 08:45;store6;p39;6;163.85;106.11;57.74;983.12
01/10/2022 08:20;store6;p22;3;328.86;164.07;164.78;986.57
01/10/2022 08:03;store6;p21;2;457.76;185.00;272.76;915.53
01/10/2022 08:44;store6;p8;8;478.84;320.48;158.37;3830.73
01/10/2022 08:04;store6;p28;2;152.52;77.90;74.62;305.04
01/10/2022 08:26;store6;p43;2;201.99;121.93;80.06;403.98
01/10/2022 08:04;store6;p30;8;199.67;81.62;118.05;1597.36
01/10/2022 08:31;store6;p42;8;227.21;137.97;89.25;1817.71
01/10/2022 08:26;store6;p19;1;219.53;101.11;118.43;219.53
01/10/2022 08:06;store6;p20;9;229.70;101.21;128.49;2067.28
01/10/2022 08:55;store6;p34;5;444.85;293.93;150.92;2224.26
01/10/2022 08:49;store6;p34;4;444.85;293.93;150.92;1779.41
01/10/2022 08:01;store6;p13;7;117.80;66.89;50.91;824.63
01/10/2022 08:33;store6;p9;3;89.05;42.28;46.77;267.15
01/10/2022 08:24;store6;p19;5;219.53;101.11;118.43;1097.67
01/10/2022 08:06;store6;p13;5;117.80;66.89;50.91;589.02
01/10/2022 08:42;store6;p26;3;74.17;25.89;48.28;222.51
01/10/2022 08:49;store6;p8;7;478.84;320.48;158.37;3351.89
01/10/2022 08:46;store6;p48;1;346.45;119.18;227.27;346.45
01/10/2022 08:17;store6;p9;7;89.05;42.28;46.77;623.34
01/10/2022 08:05;store6;p28;6;152.52;77.90;74.62;915.11
01/10/2022 08:10;store6;p13;3;117.80;66.89;50.91;353.41
01/10/2022 08:03;store6;p31;3;222.95;137.75;85.19;668.84
01/10/2022 08:34;store6;p12;2;110.77;44.56;66.22;221.54
01/10/2022 08:00;store6;p32;2;38.32;15.21;23.10;76.63
01/10/2022 08:48;store6;p33;8;40.89;26.71;14.17;327.10
01/10/2022 08:52;store6;p20;2;229.70;101.21;128.49;459.40
01/10/2022 08:43;store6;p4;3;24.21;9.24;14.96;72.62
01/10/2022 08:37;store6;p8;1;478.84;320.48;158.37;478.84
01/10/2022 08:35;store6;p12;7;110.77;44.56;66.22;775.41
01/10/2022 08:41;store6;p45;1;204.54;71.15;133.39;204.54
01/10/2022 08:02;store6;p15;6;407.36;186.41;220.95;2444.15
01/10/2022 08:28;store6;p5;1;114.85;40.65;74.19;114.85
01/10/2022 08:39;store6;p30;2;199.67;81.62;118.05;399.34
01/10/2022 08:34;store6;p29;1;238.17;109.49;128.68;238.17
01/10/2022 08:38;store6;p10;6;227.62;79.60;148.02;1365.74
01/10/2022 08:54;store6;p10;3;227.62;79.60;148.02;682.87
01/10/2022 08:04;store6;p31;8;222.95;137.75;85.19;1783.57
01/10/2022 08:43;store6;p7;9;269.22;137.00;132.22;2422.94
01/10/2022 08:14;store6;p22;1;328.86;164.07;164.78;328.86
01/10/2022 08:12;store6;p22;4;328.86;164.07;164.78;1315.42
01/10/2022 08:46;store6;p40;6;11.55;8.53;3.03;69.33
01/10/2022 08:05;store6;p28;4;152.52;77.90;74.62;610.08
01/10/2022 08:57;store6;p48;1;346.45;119.18;227.27;346.45
01/10/2022 08:21;store6;p36;3;248.18;139.33;108.85;744.54
01/10/2022 08:12;store6;p17;6;189.09;143.92;45.16;1134.52
01/10/2022 08:42;store6;p40;8;11.55;8.53;3.03;92.44
01/10/2022 08:03;store6;p30;7;199.67;81.62;118.05;1397.69
01/10/2022 08:49;store6;p13;6;117.80;66.89;50.91;706.82
01/10/2022 08:53;store6;p46;1;116.80;51.52;65.28;116.80
01/10/2022 08:58;store6;p13;5;117.80;66.89;50.91;589.02
01/10/2022 08:38;store6;p32;9;38.32;15.21;23.10;344.85
01/10/2022 08:34;store6;p4;9;24.21;9.24;14.96;217.87
01/10/2022 08:53;store6;p36;2;248.18;139.33;108.85;496.36
01/10/2022 08:36;store6;p16;1;342.49;140.32;202.17;342.49
01/10/2022 08:34;store6;p11;8;328.13;112.63;215.50;2625.05
01/10/2022 08:36;store6;p34;1;444.85;293.93;150.92;444.85
01/10/2022 08:42;store6;p38;7;299.96;155.56;144.40;2099.73
01/10/2022 09:05;store6;p1;9;174.76;101.24;73.52;1572.80
01/10/2022 09:52;store6;p14;4;240.01;114.72;125.28;960.03
01/10/2022 09:37;store6;p32;9;38.32;15.21;23.10;344.85
01/10/2022 09:50;store6;p23;4;271.24;103.13;168.11;1084.95
01/10/2022 09:05;store6;p49;7;130.63;44.82;85.81;914.43
01/10/2022 09:44;store6;p40;2;11.55;8.53;3.03;23.11
01/10/2022 09:50;store6;p23;7;271.24;103.13;168.11;1898.66
01/10/2022 09:25;store6;p16;9;342.49;140.32;202.17;3082.41
01/10/2022 09:12;store6;p30;8;199.67;81.62;118.05;1597.36
01/10/2022 09:06;store6;p20;7;229.70;101.21;128.49;1607.89
01/10/2022 09:42;store6;p11;5;328.13;112.63;215.50;1640.66
01/10/2022 09:21;store6;p10;8;227.62;79.60;148.02;1820.98
01/10/2022 09:07;store6;p31;5;222.95;137.75;85.19;1114.73
01/10/2022 09:31;store6;p29;4;238.17;109.49;128.68;952.68
01/10/2022 09:50;store6;p29;1;238.17;109.49;128.68;238.17
01/10/2022 09:28;store6;p6;6;183.24;68.39;114.85;1099.45
01/10/2022 09:29;store6;p33;3;40.89;26.71;14.17;122.66
01/10/2022 09:52;store6;p39;6;163.85;106.11;57.74;983.12
01/10/2022 09:21;store6;p43;5;201.99;121.93;80.06;1009.96
01/10/2022 09:54;store6;p41;1;28.20;20.49;7.72;28.20
01/10/2022 09:39;store6;p31;2;222.95;137.75;85.19;445.89
01/10/2022 09:05;store6;p19;1;219.53;101.11;118.43;219.53
01/10/2022 09:14;store6;p32;2;38.32;15.21;23.10;76.63
01/10/2022 09:21;store6;p39;2;163.85;106.11;57.74;327.71
01/10/2022 09:37;store6;p23;7;271.24;103.13;168.11;1898.66
01/10/2022 09:03;store6;p45;4;204.54;71.15;133.39;818.16
01/10/2022 09:50;store6;p46;1;116.80;51.52;65.28;116.80
01/10/2022 09:02;store6;p29;8;238.17;109.49;128.68;1905.37
01/10/2022 09:57;store6;p3;8;269.33;105.20;164.13;2154.60
01/10/2022 09:02;store6;p44;7;158.44;72.40;86.04;1109.08
01/10/2022 09:55;store6;p34;2;444.85;293.93;150.92;889.71
01/10/2022 09:21;store6;p19;4;219.53;101.11;118.43;878.14
01/10/2022 09:22;store6;p49;7;130.63;44.82;85.81;914.43
01/10/2022 09:20;store6;p19;4;219.53;101.11;118.43;878.14
01/10/2022 09:57;store6;p13;5;117.80;66.89;50.91;589.02
01/10/2022 09:15;store6;p5;4;114.85;40.65;74.19;459.38
01/10/2022 09:34;store6;p48;9;346.45;119.18;227.27;3118.03
01/10/2022 09:24;store6;p26;9;74.17;25.89;48.28;667.54
01/10/2022 09:15;store6;p41;1;28.20;20.49;7.72;28.20
01/10/2022 09:12;store6;p11;4;328.13;112.63;215.50;1312.53
01/10/2022 09:21;store6;p14;1;240.01;114.72;125.28;240.01
01/10/2022 09:22;store6;p30;5;199.67;81.62;118.05;998.35
01/10/2022 09:58;store6;p22;3;328.86;164.07;164.78;986.57
01/10/2022 09:39;store6;p4;8;24.21;9.24;14.96;193.66
01/10/2022 09:17;store6;p4;1;24.21;9.24;14.96;24.21
01/10/2022 09:06;store6;p6;8;183.24;68.39;114.85;1465.93
01/10/2022 09:05;store6;p28;1;152.52;77.90;74.62;152.52
01/10/2022 09:34;store6;p34;7;444.85;293.93;150.92;3113.97
01/10/2022 09:18;store6;p44;9;158.44;72.40;86.04;1425.96
01/10/2022 09:28;store6;p0;1;327.01;201.20;125.82;327.01
01/10/2022 09:44;store6;p39;9;163.85;106.11;57.74;1474.68
01/10/2022 09:44;store6;p25;1;168.06;104.11;63.95;168.06
01/10/2022 09:27;store6;p26;9;74.17;25.89;48.28;667.54
01/10/2022 09:54;store6;p22;7;328.86;164.07;164.78;2301.99
01/10/2022 09:25;store6;p27;4;187.69;63.16;124.53;750.78
01/10/2022 09:31;store6;p22;9;328.86;164.07;164.78;2959.70
01/10/2022 09:28;store6;p20;8;229.70;101.21;128.49;1837.59
01/10/2022 09:11;store6;p11;8;328.13;112.63;215.50;2625.05
01/10/2022 09:09;store6;p9;2;89.05;42.28;46.77;178.10
01/10/2022 09:31;store6;p6;3;183.24;68.39;114.85;549.72
01/10/2022 09:09;store6;p19;5;219.53;101.11;118.43;1097.67
01/10/2022 09:10;store6;p37;8;181.43;117.00;64.43;1451.48
01/10/2022 09:28;store6;p23;6;271.24;103.13;168.11;1627.42
01/10/2022 09:09;store6;p42;2;227.21;137.97;89.25;454.43
01/10/2022 09:23;store6;p20;2;229.70;101.21;128.49;459.40
01/10/2022 09:11;store6;p36;2;248.18;139.33;108.85;496.36
01/10/2022 09:45;store6;p5;5;114.85;40.65;74.19;574.23
01/10/2022 09:24;store6;p39;4;163.85;106.11;57.74;655.41
01/10/2022 09:05;store6;p2;6;414.34;211.85;202.49;2486.02
01/10/2022 09:36;store6;p17;7;189.09;143.92;45.16;1323.60
01/10/2022 09:33;store6;p24;8;331.02;186.23;144.79;2648.13
01/10/2022 09:13;store6;p37;1;181.43;117.00;64.43;181.43
01/10/2022 09:04;store6;p11;8;328.13;112.63;215.50;2625.05
01/10/2022 09:26;store6;p15;7;407.36;186.41;220.95;2851.51
01/10/2022 09:36;store6;p10;6;227.62;79.60;148.02;1365.74
01/10/2022 09:27;store6;p23;2;271.24;103.13;168.11;542.47
01/10/2022 09:04;store6;p27;1;187.69;63.16;124.53;187.69
01/10/2022 09:37;store6;p30;2;199.67;81.62;118.05;399.34
01/10/2022 09:16;store6;p9;2;89.05;42.28;46.77;178.10
01/10/2022 09:48;store6;p26;1;74.17;25.89;48.28;74.17
01/10/2022 09:25;store6;p9;2;89.05;42.28;46.77;178.10
01/10/2022 09:39;store6;p43;2;201.99;121.93;80.06;403.98
01/10/2022 09:25;store6;p30;1;199.67;81.62;118.05;199.67
01/10/2022 09:44;store6;p36;2;248.18;139.33;108.85;496.36
01/10/2022 09:41;store6;p25;9;168.06;104.11;63.95;1512.56
01/10/2022 09:39;store6;p42;1;227.21;137.97;89.25;227.21
01/10/2022 09:58;store6;p43;6;201.99;121.93;80.06;1211.95
01/10/2022 09:34;store6;p4;2;24.21;9.24;14.96;48.41
01/10/2022 09:38;store6;p23;6;271.24;103.13;168.11;1627.42
01/10/2022 09:26;store6;p40;8;11.55;8.53;3.03;92.44
01/10/2022 09:15;store6;p4;8;24.21;9.24;14.96;193.66
01/10/2022 09:19;store6;p47;6;310.13;235.03;75.10;1860.81
01/10/2022 09:58;store6;p36;7;248.18;139.33;108.85;1737.25
01/10/2022 09:11;store6;p3;1;269.33;105.20;164.13;269.33
01/10/2022 09:10;store6;p34;8;444.85;293.93;150.92;3558.82
01/10/2022 09:47;store6;p44;5;158.44;72.40;86.04;792.20
01/10/2022 09:58;store6;p43;2;201.99;121.93;80.06;403.98
01/10/2022 09:47;store6;p49;7;130.63;44.82;85.81;914.43
01/10/2022 09:29;store6;p7;8;269.22;137.00;132.22;2153.72
01/10/2022 09:23;store6;p49;4;130.63;44.82;85.81;522.53
01/10/2022 09:47;store6;p28;7;152.52;77.90;74.62;1067.63
01/10/2022 09:35;store6;p20;9;229.70;101.21;128.49;2067.28
01/10/2022 09:24;store6;p39;1;163.85;106.11;57.74;163.85
01/10/2022 09:13;store6;p26;7;74.17;25.89;48.28;519.20
01/10/2022 09:48;store6;p29;6;238.17;109.49;128.68;1429.03
01/10/2022 09:34;store6;p41;3;28.20;20.49;7.72;84.61
01/10/2022 09:25;store6;p43;9;201.99;121.93;80.06;1817.92
01/10/2022 09:47;store6;p6;5;183.24;68.39;114.85;916.21
01/10/2022 09:00;store6;p39;5;163.85;106.11;57.74;819.27
01/10/2022 09:42;store6;p17;3;189.09;143.92;45.16;567.26
01/10/2022 09:38;store6;p23;6;271.24;103.13;168.11;1627.42
01/10/2022 09:51;store6;p22;5;328.86;164.07;164.78;1644.28
01/10/2022 09:45;store6;p27;3;187.69;63.16;124.53;563.08
01/10/2022 09:42;store6;p24;9;331.02;186.23;144.79;2979.14
01/10/2022 09:49;store6;p15;2;407.36;186.41;220.95;814.72
01/10/2022 09:03;store6;p8;6;478.84;320.48;158.37;2873.05
01/10/2022 09:15;store6;p31;7;222.95;137.75;85.19;1560.63
01/10/2022 09:08;store6;p40;6;11.55;8.53;3.03;69.33
01/10/2022 09:06;store6;p29;6;238.17;109.49;128.68;1429.03
01/10/2022 09:54;store6;p30;7;199.67;81.62;118.05;1397.69
01/10/2022 09:49;store6;p4;4;24.21;9.24;14.96;96.83
01/10/2022 09:24;store6;p41;9;28.20;20.49;7.72;253.84
01/10/2022 09:06;store6;p18;6;476.74;211.84;264.90;2860.44
01/10/2022 09:07;store6;p33;9;40.89;26.71;14.17;367.98
01/10/2022 09:06;store6;p2;5;414.34;211.85;202.49;2071.68
01/10/2022 09:07;store6;p2;2;414.34;211.85;202.49;828.67
01/10/2022 09:24;store6;p14;7;240.01;114.72;125.28;1680.05
01/10/2022 09:44;store6;p24;4;331.02;186.23;144.79;1324.06
01/10/2022 09:08;store6;p42;3;227.21;137.97;89.25;681.64
01/10/2022 09:57;store6;p30;2;199.67;81.62;118.05;399.34
01/10/2022 09:25;store6;p2;4;414.34;211.85;202.49;1657.35
01/10/2022 09:53;store6;p21;5;457.76;185.00;272.76;2288.82
01/10/2022 09:34;store6;p14;5;240.01;114.72;125.28;1200.03
01/10/2022 09:13;store6;p12;7;110.77;44.56;66.22;775.41
01/10/2022 09:12;store6;p44;7;158.44;72.40;86.04;1109.08
01/10/2022 09:09;store6;p5;7;114.85;40.65;74.19;803.92
01/10/2022 09:56;store6;p2;6;414.34;211.85;202.49;2486.02
01/10/2022 09:04;store6;p43;9;201.99;121.93;80.06;1817.92
01/10/2022 09:50;store6;p7;8;269.22;137.00;132.22;2153.72
01/10/2022 09:52;store6;p0;9;327.01;201.20;125.82;2943.12
01/10/2022 09:40;store6;p0;7;327.01;201.20;125.82;2289.10
01/10/2022 09:56;store6;p5;5;114.85;40.65;74.19;574.23
01/10/2022 09:01;store6;p21;7;457.76;185.00;272.76;3204.35
01/10/2022 09:38;store6;p25;7;168.06;104.11;63.95;1176.43
01/10/2022 09:40;store6;p9;1;89.05;42.28;46.77;89.05
01/10/2022 09:16;store6;p6;6;183.24;68.39;114.85;1099.45
01/10/2022 09:41;store6;p1;5;174.76;101.24;73.52;873.78
01/10/2022 09:15;store6;p47;3;310.13;235.03;75.10;930.40
01/10/2022 09:17;store6;p46;6;116.80;51.52;65.28;700.81
01/10/2022 09:50;store6;p45;5;204.54;71.15;133.39;1022.70
01/10/2022 09:20;store6;p43;7;201.99;121.93;80.06;1413.94
01/10/2022 09:51;store6;p29;9;238.17;109.49;128.68;2143.54
01/10/2022 09:01;store6;p15;1;407.36;186.41;220.95;407.36
01/10/2022 09:39;store6;p16;6;342.49;140.32;202.17;2054.94
01/10/2022 09:41;store6;p17;7;189.09;143.92;45.16;1323.60
01/10/2022 09:24;store6;p7;4;269.22;137.00;132.22;1076.86
01/10/2022 09:39;store6;p32;1;38.32;15.21;23.10;38.32
01/10/2022 09:50;store6;p29;4;238.17;109.49;128.68;952.68
01/10/2022 09:50;store6;p41;4;28.20;20.49;7.72;112.82
01/10/2022 09:20;store6;p23;6;271.24;103.13;168.11;1627.42
01/10/2022 09:53;store6;p3;5;269.33;105.20;164.13;1346.63
01/10/2022 09:04;store6;p13;1;117.80;66.89;50.91;117.80
01/10/2022 09:17;store6;p13;7;117.80;66.89;50.91;824.63
01/10/2022 09:11;store6;p39;1;163.85;106.11;57.74;163.85
01/10/2022 09:27;store6;p40;8;11.55;8.53;3.03;92.44
01/10/2022 09:39;store6;p28;6;152.52;77.90;74.62;915.11
01/10/2022 09:12;store6;p30;3;199.67;81.62;118.05;599.01
01/10/2022 09:16;store6;p44;7;158.44;72.40;86.04;1109.08
01/10/2022 09:19;store6;p6;3;183.24;68.39;114.85;549.72
01/10/2022 09:07;store6;p15;9;407.36;186.41;220.95;3666.22
01/10/2022 09:02;store6;p45;6;204.54;71.15;133.39;1227.24
01/10/2022 09:09;store6;p48;8;346.45;119.18;227.27;2771.58
01/10/2022 09:16;store6;p35;8;470.54;346.16;124.38;3764.36
01/10/2022 09:54;store6;p28;7;152.52;77.90;74.62;1067.63
01/10/2022 09:08;store6;p12;6;110.77;44.56;66.22;664.63
01/10/2022 09:22;store6;p44;9;158.44;72.40;86.04;1425.96
01/10/2022 09:52;store6;p38;5;299.96;155.56;144.40;1499.80
01/10/2022 09:34;store6;p29;3;238.17;109.49;128.68;714.51
01/10/2022 09:16;store6;p46;3;116.80;51.52;65.28;350.40
01/10/2022 09:01;store6;p46;2;116.80;51.52;65.28;233.60
01/10/2022 09:54;store6;p43;1;201.99;121.93;80.06;201.99
01/10/2022 09:43;store6;p47;5;310.13;235.03;75.10;1550.67
01/10/2022 09:50;store6;p2;7;414.34;211.85;202.49;2900.36
01/10/2022 09:13;store6;p26;9;74.17;25.89;48.28;667.54
01/10/2022 09:04;store6;p22;9;328.86;164.07;164.78;2959.70
01/10/2022 09:46;store6;p48;4;346.45;119.18;227.27;1385.79
01/10/2022 09:21;store6;p41;8;28.20;20.49;7.72;225.63
01/10/2022 09:50;store6;p48;1;346.45;119.18;227.27;346.45
01/10/2022 09:50;store6;p3;5;269.33;105.20;164.13;1346.63
01/10/2022 09:49;store6;p8;2;478.84;320.48;158.37;957.68
01/10/2022 09:41;store6;p41;4;28.20;20.49;7.72;112.82
01/10/2022 09:54;store6;p29;1;238.17;109.49;128.68;238.17
01/10/2022 09:26;store6;p18;8;476.74;211.84;264.90;3813.93
01/10/2022 09:27;store6;p11;5;328.13;112.63;215.50;1640.66
01/10/2022 09:23;store6;p36;2;248.18;139.33;108.85;496.36
01/10/2022 09:26;store6;p2;8;414.34;211.85;202.49;3314.69
01/10/2022 09:29;store6;p38;2;299.96;155.56;144.40;599.92
01/10/2022 09:15;store6;p30;3;199.67;81.62;118.05;599.01
01/10/2022 09:11;store6;p1;3;174.76;101.24;73.52;524.27
01/10/2022 09:56;store6;p28;1;152.52;77.90;74.62;152.52
01/10/2022 09:41;store6;p28;8;152.52;77.90;74.62;1220.15
01/10/2022 09:07;store6;p26;8;74.17;25.89;48.28;593.37
01/10/2022 09:26;store6;p22;9;328.86;164.07;164.78;2959.70
01/10/2022 09:37;store6;p2;3;414.34;211.85;202.49;1243.01
01/10/2022 09:07;store6;p9;2;89.05;42.28;46.77;178.10
01/10/2022 09:11;store6;p19;1;219.53;101.11;118.43;219.53
01/10/2022 09:04;store6;p39;9;163.85;106.11;57.74;1474.68
01/10/2022 09:41;store6;p14;6;240.01;114.72;125.28;1440.04
01/10/2022 09:07;store6;p36;2;248.18;139.33;108.85;496.36
01/10/2022 09:08;store6;p40;9;11.55;8.53;3.03;103.99
01/10/2022 09:10;store6;p0;5;327.01;201.20;125.82;1635.07
01/10/2022 09:14;store6;p9;1;89.05;42.28;46.77;89.05
01/10/2022 09:44;store6;p8;6;478.84;320.48;158.37;2873.05
01/10/2022 09:13;store6;p21;9;457.76;185.00;272.76;4119.88
01/10/2022 09:08;store6;p10;5;227.62;79.60;148.02;1138.11
01/10/2022 09:15;store6;p0;2;327.01;201.20;125.82;654.03
01/10/2022 09:09;store6;p24;3;331.02;186.23;144.79;993.05
01/10/2022 09:34;store6;p6;4;183.24;68.39;114.85;732.96
01/10/2022 09:41;store6;p44;1;158.44;72.40;86.04;158.44
01/10/2022 09:56;store6;p43;2;201.99;121.93;80.06;403.98
01/10/2022 09:49;store6;p10;4;227.62;79.60;148.02;910.49
01/10/2022 09:37;store6;p48;8;346.45;119.18;227.27;2771.58
01/10/2022 09:27;store6;p23;7;271.24;103.13;168.11;1898.66
01/10/2022 09:00;store6;p43;6;201.99;121.93;80.06;1211.95
01/10/2022 09:28;store6;p15;7;407.36;186.41;220.95;2851.51
01/10/2022 09:07;store6;p33;8;40.89;26.71;14.17;327.10
01/10/2022 09:01;store6;p12;3;110.77;44.56;66.22;332.32
01/10/2022 09:42;store6;p23;4;271.24;103.13;168.11;1084.95
01/10/2022 09:54;store6;p38;9;299.96;155.56;144.40;2699.65
01/10/2022 09:25;store6;p42;8;227.21;137.97;89.25;1817.71
01/10/2022 09:21;store6;p44;5;158.44;72.40;86.04;792.20
01/10/2022 09:34;store6;p3;8;269.33;105.20;164.13;2154.60
01/10/2022 09:55;store6;p46;2;116.80;51.52;65.28;233.60
01/10/2022 09:41;store6;p47;6;310.13;235.03;75.10;1860.81
01/10/2022 09:33;store6;p13;3;117.80;66.89;50.91;353.41
01/10/2022 09:08;store6;p2;3;414.34;211.85;202.49;1243.01
01/10/2022 09:34;store6;p12;2;110.77;44.56;66.22;221.54
01/10/2022 09:45;store6;p37;7;181.43;117.00;64.43;1270.04
01/10/2022 09:22;store6;p7;8;269.22;137.00;132.22;2153.72
01/10/2022 09:24;store6;p32;3;38.32;15.21;23.10;114.95
